task_id,filename,em,bleu,wbleu,syntax,dataflow,codebleu
11,11.py,0.0,0.1034094067304739,0.15371356364819483,0.9791666666666666,0.4411764705882353,0.710171568627451
111,111.py,0.0,0.4111336169005197,0.42728700639623407,1.0,1.0,1.0
115,115.py,0.0,0.05154337627145953,0.149808002325093,0.9090909090909091,0.5714285714285714,0.7402597402597402
117,117.py,0.0,0.7393504109139369,0.78673173303889,1.0,1.0,1.0
140,140.py,0.0,0.340478426302544,0.3619919222149589,0.6206896551724138,1.0,0.8103448275862069
16,16.py,0.0,0.2727502038724131,0.5912963519765327,0.9444444444444444,0.7142857142857143,0.8293650793650793
160,160.py,0.0,0.08565616170543526,0.1409891017254963,0.9655172413793104,0.55,0.7577586206896552
162,162.py,0.0,1.0,1.0,1.0,1.0,1.0
166,166.py,0.0,0.27668736912821895,0.2895907231555484,1.0,0.9523809523809523,0.9761904761904762
170,170.py,0.0,0.10281993645205476,0.24329002178166664,0.9333333333333333,0.5333333333333333,0.7333333333333334
171,171.py,0.0,0.044047629893173255,0.19355472730798323,0.9090909090909091,0.6,0.7545454545454545
18,18.py,0.0,0.6318045005002078,0.6616414895066248,0.8690476190476191,0.45,0.6595238095238095
249,249.py,0.0,0.09916426543001271,0.6563689651618703,0.9285714285714286,0.8,0.8642857142857143
250,250.py,0.0,0.040165599595617996,0.1455903689698664,0.9375,0.5,0.71875
251,251.py,0.0,0.16171364086183407,0.5676721706387806,0.9090909090909091,0.7,0.8045454545454545
265,265.py,0.0,0.36889397323344053,0.384711026590337,1.0,1.0,1.0
267,267.py,0.0,0.008640609739997756,0.10855926040543844,0.9230769230769231,1.0,0.9615384615384616
270,270.py,0.0,0.09119675426861835,0.0973095472491968,1.0,1.0,1.0
271,271.py,0.0,0.017970199401443458,0.034754227430284425,1.0,0.9473684210526315,0.9736842105263157
272,272.py,0.0,0.1113867982662075,0.6513927880685838,0.5833333333333334,0.42857142857142855,0.5059523809523809
273,273.py,0.0,0.03514847831369806,0.04010889714538991,0.6666666666666666,1.0,0.8333333333333333
284,284.py,0.0,0.025326605584447867,0.1338016137831896,0.9090909090909091,0.6666666666666666,0.7878787878787878
292,292.py,0.0,0.009970222994544455,0.04971987693433304,0.4444444444444444,0.8333333333333334,0.6388888888888888
293,293.py,0.0,0.029116982435709957,0.19355472730798323,0.9411764705882353,0.8181818181818182,0.8796791443850267
304,304.py,0.0,0.4380814497066436,0.5643874766084717,0.9736842105263158,0.3548387096774194,0.6642614601018676
305,305.py,0.0,0.08866868824683484,0.09757827561136977,1.0,0.75,0.875
310,310.py,0.0,0.14791759773031057,0.48371753826565245,0.9333333333333333,0.3333333333333333,0.6333333333333333
389,389.py,1.0,1.0,1.0,1.0,1.0,1.0
411,411.py,0.0,0.46595384151899627,0.48076441211783477,1.0,1.0,1.0
413,413.py,0.0,0.07653242626496376,0.65143387389331,0.9,0.75,0.825
417,417.py,0.0,0.37457349255717526,0.3928559932839618,0.8055555555555556,0.7,0.7527777777777778
419,419.py,0.0,0.018476860420522198,0.048549177170732344,1.0,1.0,1.0
422,422.py,0.0,0.27830922015024434,0.2891223476078993,1.0,1.0,1.0
429,429.py,0.0,0.24207623565173003,0.25848657697858524,0.6666666666666666,1.0,0.8333333333333333
430,430.py,0.0,0.2578919807609506,0.6157162293560552,0.5,0.8333333333333334,0.6666666666666667
432,432.py,0.0,0.039292384191895235,0.14668528946556558,0.9,0.7142857142857143,0.8071428571428572
438,438.py,0.0,0.25170434914146544,0.26657317705097444,1.0,0.96,0.98
444,444.py,0.0,0.08097785064266204,0.08826346473700226,0.8214285714285714,1.0,0.9107142857142857
450,450.py,0.0,0.020008008009612506,0.022894156860669916,1.0,1.0,1.0
451,451.py,0.0,0.6803749333171202,0.8296066547537365,1.0,1.0,1.0
452,452.py,0.0,0.570434647201574,0.6729864884660303,0.6666666666666666,1.0,0.8333333333333333
454,454.py,0.0,0.5773502691896257,0.5912963519765327,1.0,1.0,1.0
455,455.py,0.0,0.09358212443240899,0.2603666032123361,0.9583333333333334,0.5,0.7291666666666667
456,456.py,0.0,0.38163309113713373,0.4104976774613293,1.0,1.0,1.0
457,457.py,0.0,0.011451997463067555,0.0752421768074461,0.875,1.0,0.9375
458,458.py,0.0,0.01772984226469502,0.1370280642969544,0.875,0.8333333333333334,0.8541666666666667
464,464.py,0.0,0.025051780689173145,0.13896827689588262,0.9285714285714286,0.5,0.7142857142857143
465,465.py,0.0,0.37265474133399884,1.0,0.9411764705882353,0.45454545454545453,0.6978609625668449
468,468.py,0.0,0.2195520409754508,0.23513482045945477,1.0,0.9705882352941176,0.9852941176470589
473,473.py,0.0,0.13095746834087352,0.13944931590569004,1.0,1.0,1.0
474,474.py,0.0,0.007939087147543497,0.04253665667561763,0.9,0.7777777777777778,0.8388888888888889
478,478.py,0.0,0.3288580454955831,1.0,0.9166666666666666,1.0,0.9583333333333333
560,560.py,0.0,0.07318155097150764,0.5394044743801475,0.6153846153846154,0.75,0.6826923076923077
562,562.py,0.0,0.1676784955078518,0.3756526552577064,0.9166666666666666,0.625,0.7708333333333333
57,57.py,0.0,0.0953345591127618,0.10210641851937485,1.0,0.8888888888888888,0.9444444444444444
572,572.py,0.0,0.15952108192798922,0.8959759884726188,0.4166666666666667,0.8333333333333334,0.625
573,573.py,0.0,0.07274999134192137,0.08111422162357036,1.0,1.0,1.0
578,578.py,0.0,0.09379601158083607,0.11765765766786179,1.0,1.0,1.0
581,581.py,0.0,0.21849712035317279,0.6782652182061498,0.9,1.0,0.95
584,584.py,0.0,0.4169392927528885,0.4410821146527173,0.7307692307692307,1.0,0.8653846153846154
587,587.py,0.0,0.043472087194499145,0.04971987693433304,1.0,1.0,1.0
590,590.py,0.0,0.1172618139886576,0.40764302817626397,0.9565217391304348,0.631578947368421,0.7940503432494279
595,595.py,0.0,0.29137411502307653,0.3111933904973004,0.6451612903225806,1.0,0.8225806451612903
61,61.py,0.0,0.6227388413730723,0.6470323109167817,1.0,0.9714285714285714,0.9857142857142858
612,612.py,0.0,0.039281465090051315,0.0446323613785333,1.0,1.0,1.0
615,615.py,0.0,0.5008718428920987,0.5290994759758576,1.0,1.0,1.0
619,619.py,0.0,0.08415986258156724,0.0901889006326979,0.8148148148148148,1.0,0.9074074074074074
620,620.py,0.0,0.16391112962988785,0.1739431087296892,1.0,0.9333333333333333,0.9666666666666667
625,625.py,0.0,0.043179000236065884,0.07589098248857265,0.9523809523809523,0.29411764705882354,0.623249299719888
627,627.py,0.0,0.7303125766180137,0.8909911933120325,1.0,1.0,1.0
629,629.py,0.0,0.09865637517691195,0.23368899557730866,0.9,0.6,0.75
64,64.py,0.0,0.23419101564649059,0.4289719409583184,0.9230769230769231,1.0,0.9615384615384616
69,69.py,0.0,0.33329121247015764,0.3535930683180466,0.8571428571428571,0.9761904761904762,0.9166666666666666
71,71.py,0.0,0.4944221278638295,0.5108861299751234,1.0,1.0,1.0
723,723.py,0.0,0.03956007892839057,0.34389312176578424,0.9285714285714286,0.8,0.8642857142857143
725,725.py,0.0,0.6147881529512643,0.6504011927452343,0.5833333333333334,1.0,0.7916666666666667
728,728.py,0.0,0.011371681934875243,0.027533580289873377,0.9375,0.5833333333333334,0.7604166666666667
733,733.py,0.0,0.47627552239557586,0.48554893847462915,1.0,0.9705882352941176,0.9852941176470589
735,735.py,0.0,0.15529617689486747,0.24810505099449978,0.9714285714285714,0.8260869565217391,0.8987577639751553
736,736.py,0.0,0.15197389197585714,0.6040697183271818,0.9166666666666666,0.7777777777777778,0.8472222222222222
743,743.py,0.0,0.03155984539112946,0.03459872363114906,1.0,1.0,1.0
746,746.py,0.0,0.2404315522172745,0.3977450821307465,1.0,1.0,1.0
748,748.py,0.0,0.1561969968460128,0.16632548439317535,1.0,1.0,1.0
766,766.py,0.0,0.16662053420938547,0.17994145254972102,1.0,0.7619047619047619,0.8809523809523809
770,770.py,0.0,0.04197236412452084,0.06224403223510795,1.0,1.0,1.0
773,773.py,0.0,0.31671615012203974,0.3531527628783989,1.0,0.7368421052631579,0.868421052631579
776,776.py,0.0,0.41168510521839746,0.4308539709975266,0.9180327868852459,1.0,0.959016393442623
781,781.py,0.0,0.115361463616817,0.12559837104573998,0.45,0.8333333333333334,0.6416666666666667
784,784.py,0.0,0.4628279565204496,0.7510186074254296,1.0,1.0,1.0
788,788.py,0.0,0.20556680845025987,0.215748619491674,1.0,1.0,1.0
791,791.py,0.0,0.15330921840042752,0.16736241776802704,0.625,0.42857142857142855,0.5267857142857143
8,8.py,0.0,0.14143550190952817,0.6834466815318615,0.9285714285714286,0.6666666666666666,0.7976190476190477
801,801.py,0.0,0.1378592993183041,0.2656265399034566,1.0,1.0,1.0
802,802.py,0.0,0.03709091243806321,0.09276181966776097,0.631578947368421,0.5454545454545454,0.5885167464114832
803,803.py,0.0,0.22952177306405494,0.36381467802469114,0.9615384615384616,0.35714285714285715,0.6593406593406593
84,84.py,0.0,0.5899323115480382,0.8337024573756656,0.38461538461538464,1.0,0.6923076923076923
87,87.py,0.0,0.2934712724688435,0.42448497327833845,1.0,1.0,1.0
93,93.py,0.0,0.06627883802743564,0.12712567576903633,0.5454545454545454,1.0,0.7727272727272727
97,97.py,0.0,0.787578473794145,0.7987328036832342,1.0,1.0,1.0
98,98.py,0.0,0.1965995991268291,0.5633218717649503,0.9285714285714286,0.5555555555555556,0.7420634920634921
