task_id,tests_passed,tests_failed,total_tests,pass_rate,all_passed,original_z_score,original_p_exact,original_p_unified,original_score,original_method_used,original_preferred_ratio,original_token_count,original_green_count,original_is_watermarked,original_unique_starts,generated_z_score,generated_p_exact,generated_p_unified,generated_score,generated_method_used,generated_preferred_ratio,generated_token_count,generated_green_count,generated_is_watermarked,generated_unique_starts
590,0,0,0,0,True,-1.5154166573265173,0.9719388848861881,0.9719388848861881,0.012361042472023295,binomial,0.25,8,2,False,cprxy,2.7657073662260023,0.004515980978792629,0.004515980978792629,2.3452478959815246,binomial,0.9166666666666666,12,11,True,aimps
776,0,0,0,0,True,-1.0715613947186309,0.9459009396703347,0.9459009396703347,0.024154343098414004,binomial,0.25,4,1,False,irtv,0.45485429357198265,0.4359283365773827,0.4359283365773827,0.3605848996925509,binomial,0.5833333333333334,12,7,False,hinpv
728,0,0,0,0,True,-1.0715613947186309,0.9459009396703347,0.9459009396703347,0.024154343098414004,binomial,0.25,4,1,False,ilr,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,iop
627,0,0,0,0,True,0.3681896462085485,0.5332009740099712,0.5332009740099712,0.2731090659221517,binomial,0.6,5,3,False,aefms,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,ans
733,0,0,0,0,True,-1.7208942920627182,0.9874169888169123,0.9874169888169123,0.005499404880345236,binomial,0.16666666666666666,6,1,False,almrx,2.8954872049183975,0.002672204901989363,0.002672204901989363,2.573130243654772,binomial,1.0,9,9,True,aeinps
57,0,0,0,0,True,1.9303248032789315,0.07184334725849062,0.07184334725849062,1.1436134416243429,binomial,1.0,4,4,False,ain,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,bns
166,0,0,0,0,True,1.6717103171947536,0.13876818843543845,0.13876818843543845,0.8577100812182572,binomial,1.0,3,3,False,aij,2.7657073662260023,0.004515980978792629,0.004515980978792629,2.3452478959815246,binomial,0.9166666666666666,12,11,True,eno
468,0,0,0,0,True,0.7301355249364223,0.3775391159621101,0.3775391159621101,0.42303804544821694,binomial,0.6666666666666666,6,4,False,acijmn,3.6113070295307845,9.93923489188776e-05,9.93923489188776e-05,4.0026470456852,binomial,1.0,14,14,True,abnop
573,0,0,0,0,True,-0.0709326620527768,0.7136010934983614,0.7136010934983614,0.14654449313313783,binomial,0.5,4,2,False,ilpt,2.8954872049183975,0.002672204901989363,0.002672204901989363,2.573130243654772,binomial,1.0,9,9,True,ainps
629,0,0,0,0,True,0.9651624016394658,0.5177220230983672,0.5177220230983672,0.2859033604060856,binomial,1.0,1,1,False,n,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,en
620,0,0,0,0,True,0.7301355249364223,0.3775391159621101,0.3775391159621101,0.42303804544821694,binomial,0.6666666666666666,6,4,False,adijmn,3.0521115011389437,0.0013834593279913065,0.0013834593279913065,2.8590336040608575,binomial,1.0,10,10,True,bijns
84,0,0,0,0,True,1.3649457582911209,0.26803609320106614,0.26803609320106614,0.5718067208121715,binomial,1.0,2,2,False,ns,3.0521115011389437,0.0013834593279913065,0.0013834593279913065,2.8590336040608575,binomial,1.0,10,10,True,enp
788,0,0,0,0,True,-1.465259690981385,1.0,1.0,-0.0,binomial,0.0,2,0,False,t,0.9296960706130774,0.33954271196628216,0.33954271196628216,0.4691055869077237,binomial,0.75,4,3,False,aci
746,0,0,0,0,True,-0.0709326620527768,0.7136010934983614,0.7136010934983614,0.14654449313313783,binomial,0.5,4,2,False,ampr,1.0407712430481035,0.25665475786042596,0.25665475786042596,0.5906506803867528,binomial,0.7142857142857143,7,5,False,ampr
271,0,0,0,0,True,1.6717103171947536,0.13876818843543845,0.13876818843543845,0.8577100812182572,binomial,1.0,3,3,False,ijn,2.7298915165822417,0.005161466545304072,0.005161466545304072,2.2872268832486857,binomial,1.0,8,8,True,nps
87,0,0,0,0,True,-2.5379042310624316,1.0,1.0,-0.0,binomial,0.0,6,0,False,cdm,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,aiop
457,0,0,0,0,True,-1.0360950636922426,1.0,1.0,-0.0,binomial,0.0,1,0,False,l,2.7298915165822417,0.005161466545304072,0.005161466545304072,2.2872268832486857,binomial,1.0,8,8,True,anps
619,0,0,0,0,True,-0.5267999003835772,0.833867839823955,0.833867839823955,0.07890277548137382,binomial,0.4,5,2,False,deirt,2.7298915165822417,0.005161466545304072,0.005161466545304072,2.2872268832486857,binomial,1.0,8,8,True,aeino
748,0,0,0,0,True,1.3649457582911209,0.26803609320106614,0.26803609320106614,0.5718067208121715,binomial,1.0,2,2,False,s,2.8954872049183975,0.002672204901989363,0.002672204901989363,2.573130243654772,binomial,1.0,9,9,True,iops
801,0,0,0,0,True,-2.072190127384485,1.0,1.0,-0.0,binomial,0.0,4,0,False,rxyz,2.4192583236525778,0.014270915067971904,0.014270915067971904,1.845548178516094,binomial,0.9,10,9,True,abgp
587,0,0,0,0,True,-1.465259690981385,1.0,1.0,-0.0,binomial,0.0,2,0,False,lt,1.6717103171947536,0.13876818843543845,0.13876818843543845,0.8577100812182572,binomial,1.0,3,3,False,io
293,0,0,0,0,True,-0.5267999003835772,0.833867839823955,0.833867839823955,0.07890277548137382,binomial,0.4,5,2,False,hmsw,2.4192583236525778,0.014270915067971904,0.014270915067971904,1.845548178516094,binomial,0.9,10,9,True,mos
474,0,0,0,0,True,0.9296960706130774,0.33954271196628216,0.33954271196628216,0.4691055869077237,binomial,0.75,4,3,False,cns,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,enos
432,0,0,0,0,True,-0.0709326620527768,0.7136010934983614,0.7136010934983614,0.14654449313313783,binomial,0.5,4,2,False,bhm,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,abps
249,0,0,0,0,True,-0.0709326620527768,0.7136010934983614,0.7136010934983614,0.14654449313313783,binomial,0.5,4,2,False,arx,2.7657073662260023,0.004515980978792629,0.004515980978792629,2.3452478959815246,binomial,0.9166666666666666,12,11,True,aeios
267,0,0,0,0,True,0.9651624016394658,0.5177220230983672,0.5177220230983672,0.2859033604060856,binomial,1.0,1,1,False,n,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,bins
18,0,0,0,0,True,0.14964880211095333,0.5518415727301347,0.5518415727301347,0.2581855852500867,binomial,0.5384615384615384,13,7,False,gilnrstx,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,abeo
444,0,0,0,0,True,0.3681896462085485,0.5332009740099712,0.5332009740099712,0.2731090659221517,binomial,0.6,5,3,False,eknrt,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,iko
723,0,0,0,0,True,0.9296960706130774,0.33954271196628216,0.33954271196628216,0.4691055869077237,binomial,0.75,4,3,False,enr,2.5535796895278655,0.009969571150198869,0.009969571150198869,2.0013235228426,binomial,1.0,7,7,True,iop
784,0,0,0,0,True,-1.0715613947186309,0.9459009396703347,0.9459009396703347,0.024154343098414004,binomial,0.25,4,1,False,efl,3.0521115011389437,0.0013834593279913065,0.0013834593279913065,2.8590336040608575,binomial,1.0,10,10,True,ainp
