task_id,filename,em,bleu,wbleu,syntax,dataflow,codebleu
11,11.py,0.0,0.00934401457506079,0.01976250168109631,0.25,0.3235294117647059,0.15065898200521577
111,111.py,0.0,0.0031417596289969145,0.04253665667561763,0.13333333333333333,0.4444444444444444,0.15586404852059807
115,115.py,0.0,0.004701712638603976,0.03514847831369806,0.45454545454545453,0.2857142857142857,0.19502748280301058
117,117.py,0.0,0.043701366483088325,0.08376236619874852,0.5128205128205128,0.5238095238095238,0.2910234423279684
140,140.py,0.0,0.014577516118523641,0.025636846094017923,0.3448275862068966,0.7058823529411765,0.2727310753401537
16,16.py,0.0,0.036393742223820025,0.0775692257967212,0.4444444444444444,0.7142857142857143,0.318173281687675
160,160.py,0.0,0.002332622138075034,0.02461157305938206,0.2413793103448276,0.55,0.20458087638557118
162,162.py,0.0,0.006115004303675009,0.020933037724484297,0.2,0.6666666666666666,0.22342867717370649
166,166.py,0.0,0.024018108846615958,0.0755389958905035,0.22580645161290322,0.47619047619047616,0.2003885081351247
170,170.py,0.0,0.014188431559477634,0.03626753513008075,0.6,0.8666666666666667,0.3792806583390563
171,171.py,0.0,0.008301095462822575,0.04576318980860576,0.18181818181818182,0.8,0.2589706167724026
18,18.py,0.0,0.0076629195409608775,0.009195150377899574,0.3333333333333333,0.15,0.12504785081304845
249,249.py,0.0,0.005653171078511422,0.02864629015880099,0.14285714285714285,0.8,0.24428915102361382
250,250.py,0.0,0.019454290935168924,0.0379225042589929,0.3125,0.8333333333333334,0.3008025321318738
251,251.py,0.0,0.009441218922485381,0.02118605086401667,0.18181818181818182,0.7,0.22811136290117096
265,265.py,0.0,0.0026614210511349164,0.039281465090051315,0.36363636363636365,0.875,0.32014481244438747
267,267.py,0.0,0.002877533669929391,0.10855926040543844,0.07692307692307693,0.5,0.1720899677496112
270,270.py,0.0,0.01929317942834366,0.06620697672079141,0.3333333333333333,0.47058823529411764,0.22235543119414652
271,271.py,0.0,0.005488673667067168,0.01934529902282619,0.391304347826087,0.21052631578947367,0.1566661590763635
272,272.py,0.0,0.007942181016469338,0.0322389403377945,0.16666666666666666,0.5714285714285714,0.19456908986237548
273,273.py,0.0,0.0026335489272366476,0.022108037572889653,0.13333333333333333,0.5833333333333334,0.18535206329169826
284,284.py,0.0,0.011712916466550741,0.03514847831369806,1.0,1.0,0.5117153486950622
292,292.py,0.0,0.006243702571093031,0.04971987693433304,0.3333333333333333,0.8333333333333334,0.3056575615430232
293,293.py,0.0,0.04028998029112094,0.19355472730798323,0.4117647058823529,0.7272727272727273,0.3432205351885461
304,304.py,0.0,0.003238614066291729,0.009199449306167673,0.13157894736842105,0.3225806451612903,0.11664941397554268
305,305.py,0.0,0.004315621605804481,0.022089591134157885,0.23809523809523808,0.6666666666666666,0.23279177937546677
389,389.py,0.0,0.019001560507076104,0.07364881408787989,0.4090909090909091,0.5,0.25043532092146625
411,411.py,0.0,0.005528849622582646,0.02736989145562129,0.47619047619047616,0.8333333333333334,0.33560563765050333
413,413.py,0.0,0.009337534921653758,0.02950234363196405,0.3,0.75,0.27220996963840444
417,417.py,0.0,0.00920704688493996,0.030156800366972745,0.3333333333333333,0.45,0.20567429514631153
419,419.py,0.0,0.0038111203719291505,0.048549177170732344,0.3333333333333333,0.5833333333333334,0.24225674105233203
422,422.py,0.0,0.005308470686586064,0.013706146326959745,0.15789473684210525,0.42857142857142855,0.1513701956067699
429,429.py,0.0,0.006400178381760218,0.022401521369401368,0.26666666666666666,0.6666666666666666,0.24053375827112372
430,430.py,0.0,0.006332581705331762,0.03557982867938776,0.05555555555555555,0.8333333333333334,0.2327003248184021
432,432.py,0.0,0.0027846389565247555,0.03459872363114905,0.2,0.8571428571428571,0.27363155493263275
438,438.py,0.0,0.002320356550100636,0.028682637626234433,0.2857142857142857,0.4,0.17917931997265518
444,444.py,0.0,0.009269785333198168,0.03403726027633586,0.35714285714285715,0.6470588235294118,0.26187718157045076
450,450.py,0.0,0.00540773740350673,0.022894156860669916,0.3076923076923077,0.7,0.25899855048912107
451,451.py,0.0,0.01284618972676772,0.04576318980860576,0.15384615384615385,1.0,0.3031138833453818
452,452.py,0.0,0.021729983079834318,0.042914435027149464,0.6666666666666666,1.0,0.4328277711934126
454,454.py,0.0,0.139800134566647,0.3733154260380496,0.6842105263157895,1.0,0.5493315217301216
456,456.py,0.0,0.005977500645731284,0.0322389403377945,0.4166666666666667,0.42857142857142855,0.22086363405540527
457,457.py,0.0,0.00318051352706924,0.0752421768074461,0.0,1.0,0.26960567258362883
458,458.py,0.0,0.014628063653657535,0.0752421768074461,1.0,1.0,0.522467560115276
464,464.py,0.0,0.003457672255963889,0.02556795749489219,0.7857142857142857,1.0,0.45368497886628545
465,465.py,0.0,0.01867506984330751,0.039281465090051315,0.5294117647058824,0.8181818181818182,0.35138752945526486
473,473.py,0.0,0.00448518185057412,0.02062353272197709,0.28,0.6875,0.24815217864313782
474,474.py,0.0,0.007205335066302803,0.04253665667561763,0.2,0.8888888888888888,0.2846577201577023
478,478.py,0.0,0.0067177027389942,0.039281465090051315,0.16666666666666666,1.0,0.30316645862392805
560,560.py,0.0,0.00422741345345173,0.03391326091030751,0.0,0.875,0.2282851685909398
562,562.py,0.0,0.004625479698079485,0.02950234363196405,0.25,0.75,0.2585319558325109
57,57.py,0.0,0.0034577426857071995,0.014264965190603163,0.23076923076923078,0.2777777777777778,0.13156742910582975
572,572.py,0.0,0.006115004303675009,0.03585890753612134,0.25,0.5,0.1979934779599491
573,573.py,0.0,0.016373682488441264,0.03835654723565782,0.5882352941176471,0.3333333333333333,0.24407471429376987
578,578.py,0.0,0.007232031895361329,0.0208431115805281,0.16666666666666666,0.6153846153846154,0.20253160638179288
581,581.py,0.0,0.009252921910030762,0.06267671821810655,0.2,1.0,0.3179824100320343
584,584.py,0.0,0.01350637515737206,0.08528733595636034,0.5384615384615384,0.6153846153846154,0.31315996623997155
587,587.py,0.0,0.017395797375642234,0.04971987693433304,1.0,1.0,0.5167789185774938
590,590.py,0.0,0.0031848938480197775,0.024845032688066895,0.34782608695652173,0.5263157894736842,0.22554295074157316
595,595.py,0.0,0.020441622345432196,0.06113366177316133,0.3225806451612903,0.5625,0.24166398231997097
