task_id,filename,em,bleu,wbleu,syntax,dataflow,codebleu
11,11.py,0.0,0.22126192607356024,0.3318177040889835,0.9791666666666666,0.4411764705882353,0.4933556918543614
111,111.py,0.0,0.04081462921322397,0.42728700639623407,0.9333333333333333,0.6666666666666666,0.5170254089023645
115,115.py,0.0,0.09578464408619825,0.1338016137831896,1.0,1.0,0.557396564467347
117,117.py,0.0,0.7393504109139369,0.78673173303889,1.0,1.0,0.8815205359882068
140,140.py,0.0,0.340478426302544,0.3619919222149589,0.6206896551724138,1.0,0.5807900009224791
16,16.py,0.0,0.2727502038724131,0.5912963519765327,0.9444444444444444,0.7142857142857143,0.6306941786447762
160,160.py,0.0,0.33862185514394744,0.5298502286521273,0.8275862068965517,0.55,0.5615145726731565
162,162.py,0.0,1.0,1.0,1.0,1.0,1.0
166,166.py,0.0,0.5272538569936155,0.5819347952976159,1.0,0.9523809523809523,0.765392401168046
170,170.py,0.0,0.030827693272137056,0.07669649888473704,0.9333333333333333,0.5333333333333333,0.39354771470588523
171,171.py,0.0,0.03864198149136354,0.19355472730798323,0.9090909090909091,0.6,0.4353219044725639
18,18.py,0.0,0.32084421886192255,0.42753171985671623,0.8690476190476191,0.48333333333333334,0.5251892227748978
249,249.py,0.0,0.09916426543001271,0.6563689651618703,0.9285714285714286,0.8,0.621026164790828
250,250.py,0.0,0.0407697631135243,0.1455903689698664,0.9375,0.5,0.4059650330208477
251,251.py,0.0,0.16171364086183407,0.5676721706387806,0.9090909090909091,0.7,0.5846191801478808
265,265.py,0.0,0.13485111859503685,0.14953487812212207,1.0,1.0,0.5710964991792897
267,267.py,0.0,0.008640609739997756,0.10855926040543844,0.9230769230769231,1.0,0.5100691983055898
270,270.py,0.0,0.09119675426861835,0.0973095472491968,1.0,0.9411764705882353,0.5324206930265126
271,271.py,0.0,0.014188431559477634,0.0344013469333379,0.43478260869565216,0.21052631578947367,0.17347467574448533
272,272.py,0.0,0.1113867982662075,0.6513927880685838,0.5833333333333334,0.42857142857142855,0.4436710870598883
273,273.py,0.0,0.11584080434727927,0.44891325024457335,0.6666666666666666,0.8333333333333334,0.5161885136479631
284,284.py,0.0,0.025326605584447867,0.1338016137831896,0.9090909090909091,0.6666666666666666,0.43372144878130325
292,292.py,0.0,0.008839374326825921,0.04971987693433304,0.4444444444444444,0.8333333333333334,0.33408425725973423
293,293.py,0.0,0.029116982435709957,0.19355472730798323,0.9411764705882353,0.8181818181818182,0.49550749962843665
304,304.py,0.0,0.04698517425243018,0.051662254463110395,1.0,0.9354838709677419,0.5085328249208206
305,305.py,0.0,0.08866868824683484,0.09757827561136977,1.0,0.75,0.4840617409645511
310,310.py,0.0,0.1279600659916637,0.48371753826565245,0.9333333333333333,0.3333333333333333,0.4695860677309957
389,389.py,1.0,1.0,1.0,1.0,1.0,1.0
411,411.py,0.0,0.19095230982774114,0.48076441211783477,0.9523809523809523,0.6666666666666666,0.5726910852482987
413,413.py,0.0,0.6340466277046861,0.65143387389331,1.0,1.0,0.821370125399499
417,417.py,0.0,0.37457349255717526,0.3928559932839618,0.8055555555555556,0.7,0.5682462603491731
419,419.py,0.0,0.014117915208981237,0.08841583342199358,0.9444444444444444,0.5833333333333334,0.4075778816021881
422,422.py,0.0,0.2661688505422204,0.27858167198909334,1.0,1.0,0.6361876306328285
429,429.py,0.0,0.18099206893905806,0.7577395672414201,0.6666666666666666,0.5,0.5263495757117862
430,430.py,0.0,0.2681487543710854,0.6362884356170603,0.5,0.8333333333333334,0.5594426308303697
432,432.py,0.0,0.039292384191895235,0.14668528946556558,0.9,0.7142857142857143,0.45006584698579377
438,438.py,0.0,0.7918204490244928,0.8029364370506958,1.0,1.0,0.8986892215187972
444,444.py,0.0,0.08097785064266204,0.08826346473700226,0.8214285714285714,1.0,0.49766747170205894
450,450.py,0.0,0.020008008009612506,0.022894156860669916,1.0,1.0,0.5107255412175706
451,451.py,0.0,0.6803749333171202,0.8296066547537365,1.0,1.0,0.8774953970177142
452,452.py,0.0,0.30277029197532096,0.36581531211391194,0.6666666666666666,1.0,0.5838130676889749
454,454.py,0.0,0.5773502691896257,0.5912963519765327,1.0,1.0,0.7921616552915396
455,455.py,0.0,0.09358212443240899,0.2603666032123361,0.9583333333333334,0.5,0.45307051524451963
456,456.py,0.0,0.38163309113713373,0.4104976774613293,1.0,1.0,0.6980326921496158
457,457.py,0.0,0.011451997463067555,0.0752421768074461,0.875,1.0,0.4904235435676284
458,458.py,0.0,0.01772984226469502,0.1370280642969544,0.875,0.8333333333333334,0.4657728099737457
464,464.py,0.0,0.025051780689173145,0.13896827689588262,0.9285714285714286,0.5,0.3981478715391211
465,465.py,0.0,0.37265474133399884,1.0,0.9411764705882353,0.45454545454545453,0.6920941666169221
468,468.py,0.0,0.4471232036619913,1.0,0.9791666666666666,0.3235294117647059,0.687454820523341
473,473.py,0.0,0.7778111223054219,0.791343345890486,0.8,1.0,0.842288617048977
474,474.py,0.0,0.007939087147543497,0.04253665667561763,0.9,0.7777777777777778,0.43206338040023473
478,478.py,0.0,0.346697783111003,1.0,0.9166666666666666,1.0,0.8158411124444174
560,560.py,0.0,0.07318155097150764,0.5394044743801475,0.6153846153846154,0.75,0.4944926601840676
562,562.py,0.0,0.012384901282810543,0.02950234363196405,0.9166666666666666,0.625,0.3958884778953603
57,57.py,0.0,0.0953345591127618,0.10210641851937485,1.0,0.8888888888888888,0.5215824666302564
572,572.py,0.0,0.7102992180127422,0.8959759884726188,0.4166666666666667,1.0,0.7557354682880069
573,573.py,0.0,0.09147827112247602,0.09841131397930292,1.0,1.0,0.5474723962754448
578,578.py,0.0,0.09379601158083607,0.11765765766786179,1.0,1.0,0.5528634173121745
581,581.py,0.0,0.21849712035317279,0.6782652182061498,0.9,1.0,0.6991905846398306
584,584.py,0.0,0.4169392927528885,0.4410821146527173,0.7307692307692307,1.0,0.6471976595437091
587,587.py,0.0,0.043472087194499145,0.04971987693433304,1.0,1.0,0.523297991032208
590,590.py,0.0,0.1172618139886576,0.40764302817626397,0.9565217391304348,0.631578947368421,0.5282513821659444
595,595.py,0.0,0.04983342786155735,0.07574899686677071,0.6451612903225806,0.5625,0.33331092876272717
61,61.py,0.0,0.692542255985973,0.7177666143701361,1.0,0.9714285714285714,0.8454343604461702
612,612.py,0.0,0.039281465090051315,0.0446323613785333,1.0,1.0,0.5209784566171461
615,615.py,0.0,0.07593755568170199,0.5290994759758576,0.9411764705882353,0.4,0.48655337556144873
619,619.py,0.0,0.08415986258156724,0.0901889006326979,0.8148148148148148,1.0,0.49729089450727
620,620.py,0.0,0.5473122115902889,0.5599393210168087,1.0,0.9777777777777777,0.7712573275962189
625,625.py,0.0,0.07126955677090926,0.07589098248857265,1.0,1.0,0.5367901348148705
627,627.py,0.0,0.35368958746378626,0.44619780468616393,0.8,1.0,0.6499718480374875
629,629.py,0.0,0.10640850690356463,0.23368899557730866,0.9,0.6,0.46002437562021836
64,64.py,0.0,0.23419101564649059,0.4289719409583184,0.9230769230769231,1.0,0.646559969920433
69,69.py,0.0,0.4282041587867971,0.4615671862803649,0.8571428571428571,0.9761904761904762,0.6807761696001239
71,71.py,0.0,0.20809295072897072,0.24356142016920274,1.0,0.9333333333333333,0.5962469260578767
723,723.py,0.0,0.09122881092384771,0.7148092808723655,0.9285714285714286,0.8,0.6336523800919105
725,725.py,0.0,0.6147881529512643,0.6504011927452343,0.5833333333333334,1.0,0.712130669757458
728,728.py,0.0,0.04444458960352519,0.10469995032904245,0.9375,1.0,0.5216611349831419
733,733.py,0.0,0.8812948869283364,0.8848945325151321,1.0,1.0,0.941547354860867
735,735.py,0.0,0.15529617689486747,0.24810505099449978,0.9714285714285714,1.0,0.5937074498294846
736,736.py,0.0,0.15197389197585714,0.6040697183271818,0.9166666666666666,0.7777777777777778,0.6126220136868709
743,743.py,0.0,0.03155984539112946,0.03459872363114906,1.0,1.0,0.5165396422555697
746,746.py,0.0,0.2404315522172745,0.3977450821307465,1.0,1.0,0.6595441585870052
748,748.py,0.0,0.169398499987232,0.5331250274674993,0.5,1.0,0.5506308818636828
766,766.py,0.0,0.25823077599534505,0.27359908901000574,1.0,0.9047619047619048,0.6091479424418139
770,770.py,0.0,0.042814587908409404,0.06114193239581326,0.6923076923076923,0.8571428571428571,0.413351767438693
773,773.py,0.0,0.31671615012203974,0.3531527628783989,1.0,0.7368421052631579,0.6016777545658991
776,776.py,0.0,0.7476054709997376,0.7600100420297113,0.9180327868852459,1.0,0.8564120749786738
781,781.py,0.0,0.25188226403035735,0.2698367316123225,0.45,0.8333333333333334,0.45126308224400336
784,784.py,0.0,0.4628279565204496,0.7510186074254296,1.0,1.0,0.8034616409864698
788,788.py,0.0,0.16574624158406065,1.0,0.8888888888888888,1.0,0.7636587826182374
791,791.py,0.0,0.15330921840042752,0.16736241776802704,0.625,0.42857142857142855,0.3435607661849708
8,8.py,0.0,0.14143550190952817,0.6834466815318615,0.9285714285714286,0.6666666666666666,0.6050300696698712
801,801.py,0.0,0.1378592993183041,0.2656265399034566,1.0,1.0,0.6008714598054401
802,802.py,0.0,0.03709091243806321,0.09276181966776097,0.631578947368421,0.6363636363636364,0.3494488289594704
803,803.py,0.0,0.22952177306405494,0.36381467802469114,0.9615384615384616,0.35714285714285715,0.4780044424425162
84,84.py,0.0,0.5899323115480382,0.8337024573756656,0.38461538461538464,1.0,0.7020625383847721
87,87.py,0.0,0.2574866101628968,0.3796709022710187,1.0,1.0,0.6592893781084789
